"car_id","car_make","car_model","car_gears","car_fuel_type","car_transmission_type"
"86dd6ef78b7246a3a5097e9a158573a1",BMW,"740i","8",Unknown,Semi-Automatic
"78d7386c880ebb154cf9cbf3220e7b26",PORSCHE,"911 Carrera 4S Cabriolet","7",Unknown,Manual
"9128cfbe18d4ef604f04bd492d3e957f",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
f38b4d79c4a240322b84c113e935b08a,AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"43de83a8cf7745a7d485b0232a0390c6",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"240709a68b54bf453ba25c4646b72628",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"49527b24be140b97f4b68a209f504a94",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"8ea33d74c9e6fbbd4798181bce3ab117",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
cbb582f5ecf7a1f7f498e108e746a34d,AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
db55cd529848d6051be93277412666c3,AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"2ab99715b1e9ef4e56d4b4886439327e",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"44d91678dc027bab04919b45bcc076c0",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"6ad982305bbe9cf29332ffa8941d017e",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"36cc692cbea062f86a5b3bf1cddc43bb",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"487a5baa066dce1535806edff86c3806",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"028858109987dac2efbdcfaa04c10d0c",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"554685d6cb6d509637ccdefebd729edf",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
e6c36f3b25be5472ed606f02fd9899ab,AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"3fa84adf99413e6224998978286a5e21",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"64cc88b301082d2e5b2adc755ff1ffbb",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
a607a094e2a3e9fb1612dbf98eb297e2,AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"74bf41d07c1d27487c127ccf4f11f6e8",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"47382b5a34762471cac778fbe5a8b2e6",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"18bd14d7ddb48f684a1952e87cca1c39",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"8b14450d1c60bbe9b4b67eb691ba8a6c",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"18cd69b79f2b863b5d2bff356465cca7",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"0b9d87cef440ff8be50f85561b88c019",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
ce501be2812ecf47359c6cdd6a001d93,AUDI,A4,"1",DIESEL,Selectable Continuously Variable (e.g. CVT with paddles)
"96b4ee4406a83cb2ddaaaa14480cc84a",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"3bc670bf0c2253fcf5ced22c7249c9be",AUDI,A3,"6",DIESEL,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"3bac46484e16095d5799d8d5efe7a0c5",AUDI,A3,"6",GASOLINE,Automated Manual- Selectable (e.g. Automated Manual with paddles)
df9cf003d29897d2ef7f825c97c33530,AUDI,A3,"6",GASOLINE,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"655a1defdff010ab57991e431bae012f",AUDI,A3,"6",GASOLINE,Automated Manual- Selectable (e.g. Automated Manual with paddles)
d287bb7ceac26edc2b7dc2ab46a900b1,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"0568cfad14084889ccdc1923c300b041",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"6504a46448164783f7fa8c9a4d5232ef",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"9a34a1e4f3caafd8dc721e48b0d9bf24",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
a9c32ffd2c3131252c645461bab0083a,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"09bcd7f9cd5bb15bf950db6cf2f36592",VOLKSWAGEN,CC,"6",Unknown,Automatic
"849f27642717e6340a7bce9c65cb43c2",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
eacc8f002839e7f554d2bcaa1e041268,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"55e76caed088b83f5a7ad563564c3831",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"4d91dd91b69a76b723f67ea80c6f04a4",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"1dbc5a4e02939876029708cc3fb165a9",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"0f8b70711e5dc7d82f1619b169c1367b",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"1e8bd13c54a531c1ef4375a1eb969749",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"1a9d4ef9f658fdc764d0b6881aa325e9",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"72e4b54333666ada77f7f3fceca832db",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"0d7b9945d6a7362c7fd3518f41ee4bed",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"19e07ec9536ae4f3db6fc7efe514be1a",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
d1a7b0a99524ec1011990389292769ff,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"33b1839ec1c8d11ba29d72c68eebfb13",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
a566af82ff6c82c0f273a4d93064a51c,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
a4f60b0bc7eed76dc7cb5d6df12f4bd2,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"94741ee9fbf0e16e087bf38ebc7cb93b",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
f9f7daf22a7a54a4d1ae23ecd5a7f239,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"0385d6b280bb081b764c03c8f7d7de2b",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"88ece532f6b1b1b67c3d2361f7d7a70f",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"7e2aab9a48fc2fb0eaad9c64bd08570c",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"0666711631f56d762aa7520067357cf0",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"134ea032fccaf7812ed6ae54f57ce455",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"8819f0d67bb732f310b9ecfdaed6edbb",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"81ce6180e10979374a702d525ee24a35",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"431019214a0466711b62881868caab1d",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"9fecb77f5d4d5d645fcf704f063dcb11",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
f775386bc35efb70e9318c754e9bc9c3,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"5a110217a5e8059a954e28044a621de6",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
da173121fc1497268f7cb0159c0559eb,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"129dca22324e7d6506e76bc512f504f3",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"3171d5ee2b2bb8452e7581b0193864bd",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"2959214e7ff074d699004ab4c2ca6516",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"6452bb21b095bde9cafa7d95b3820004",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"88007950a8e4239da6273b0f77f6a97c",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
c2fc9435245d8c9b76e414514a89519b,AUDI,A6,"8",Unknown,Semi-Automatic
dc6855af8a34f5041347177fd3ce2012,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
add2ad0a179e11c932ee787960d8561a,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"3980ca558ee76c9aa9006b20cf5f1c62",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"41142b4232e70e92fb6372edb6fd0b07",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"05a8c39cc555458d192ee3c0a47715fa",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
f8ae2ce1b91fe12eeec3834ddf7b31bc,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
d7e07dd6f2a79c1fb8ccbed6291ed84e,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"0f240cc182352592cc7ef8539c08533d",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
e6710a6fff51899c2faffe10250ac8bc,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
a611af56dae9b9b153a26c177a0fd2f3,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"5eb5ba54f44bb9ebbc0eeb05d2caa9d1",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
fb1b1fd19f6552ba9aed6d91a2256259,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"1513c55704c7678c0d61adffcc059c50",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"82d65f658280839198f5732516632c5d",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
b4527d926f264f15aa78cc0cde742a3a,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"59a281144a049c565373766b88813632",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
aae728299af22ce951aca34fbf4ead6a,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
e8c36f5dbf321a784a22e040dcf00abe,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
d3276808dc7220a0e59945306db5cbe3,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"4a5aba453279981f73fd3b50351fd0d4",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"1dfc37ca083a7aeb67ed2ef55d0c7fa5",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
ce6f178fcb9982207915ddc6c082e7d5,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
d9a217473bcb165c033a555e466913b3,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"12a1f6a67233830d9bd34858a3d40ec7",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"0126ce6ca3bc5c4e4e778fa6c4cac6f7",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"093753e1f57436d826e784286c5d05e0",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
defd39d9d62ba048ed08a8ce72c873d9,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"60d2b98d834036ba8d90fdebbf41d5c1",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"0f7b83ef59cee2d28cea91fb9789c2ec",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"1ef649771e50a084ad1b068011b9c67d",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
fc3c75c2a780791ce52beadc9cc094c2,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
fc20bc4a7e7b521c597891b9442d08ef,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"1684edc2dc9c1fca5d5f3a39c72021d0",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"61388426f45bb3c5141f778c4b98820a",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"53497e4b79f39c7122ddf98f80341021",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"53124b14286950f26bd800c02124f117",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"0da3277309ec1bf7327e39c816853340",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
aabc37b739494a31bd15a3393eb9e974,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"421e22ceaf0d4d742aa4c66760ff3cdc",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
e583f9bb57e32e650f0fd25293d7ec62,AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
"11f3f7ff3deba1b62f5838261b501bc9",AUDI,A3,"6",Unknown,Automated Manual- Selectable (e.g. Automated Manual with paddles)
ce88fb2be5f2dd1015ec4ce1350f7465,AUDI,A4,"1",DIESEL,Selectable Continuously Variable (e.g. CVT with paddles)
"488c8ea77d85a41d967ff15b2acda7f6",AUDI,A4,"1",DIESEL,Selectable Continuously Variable (e.g. CVT with paddles)
"35e1660348d9a70d2d9e8e04a49561fd",AUDI,A4,"1",DIESEL,Selectable Continuously Variable (e.g. CVT with paddles)
f066ffc44899e2d60f712f0887f21c30,AUDI,A4,"1",DIESEL,Selectable Continuously Variable (e.g. CVT with paddles)
d5413dd8dd84d687e458bdd2cefb1281,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"76bc1ff6c93e3e6af454d9239c086257",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"66696fbbd0839a222dd597ac6f695d59",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"4c96c41eb0dc050c4afb0622128bae05",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"82cdfb49087d0a5643b55883974fdaa1",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
f90c84f733a908ad228a22b1ef4cde05,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"237589da662392649b6fe026545b5c63",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
f1e47ecadedf25d5da9475065334caa4,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
fdeb493dfbdd12b6bca42cc67b5fb0ec,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"39fce27bb78c32053ea7854db280b1a8",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"86a521365f7fcc243862e1999f45e8e4",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"7f084feb630b1aeab2b553e8211a2439",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
da31dc77dedc9b1cf77364a3dad643f8,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"60e30adf8887fba29128793cd220526e",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"34bb6aa4818f22605d37d85ff4a4bd54",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"7165889141d2c6eb0bdf96925a5ba124",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
acf39b024296a405897cc9d4f751bbdf,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"6d907be1c2d5aa6962e8ebab9d7a772f",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"0bf1e7920e961e88f8a151ccf1b0289f",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"220ea9b2ede318f2984ba6b6936bb67d",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
d98f4f7605e0e64d3bb90dba2f2d9b91,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"2e89ad546becb43370f57fd839dfefb4",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"2da4383a8352b5c5a0a2dc2b09f69b3a",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
a60bc75b21301375a26faa8b774fbd6a,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
b6187ecd1be3c7efbf995c099a096d1b,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"2fa74ccd68df60e82a40e389478776a8",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"19e6a200230318ad3f40a26c5442928a",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"80d29b468e2630a5681fe30b102b3081",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"453f54d39926648262fea3e7a06847fb",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"2e8ffb697bd3f0cbbb6b44641da73662",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"4851a24c14c046993a6d93ddf875623a",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
c3d0f3bf614baa9249bd8509a437ba6a,AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"8cacbfdbfeb0c7862ca660521e6e753b",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"4fc67240c527997fb5b4872142ee674a",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"7974c387afd85c8d40d41febe735aa82",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
"109968fc66645ff21c5fe64db0b65e63",AUDI,A4,"1",Unknown,Selectable Continuously Variable (e.g. CVT with paddles)
debf2a75eff20cd15c362083a716f445,AUDI,A6,"8",Unknown,Semi-Automatic
"261c9c7a998650ce60ef2466f71379c1",AUDI,A6,"8",Unknown,Semi-Automatic
"9bb35fc7c5ed55f562c3d1c9ef038ed6",AUDI,A6,"8",Unknown,Semi-Automatic
"8d7e8d0250ab2aba89c7b8725f21dfcd",AUDI,A6,"8",Unknown,Semi-Automatic
cd60da0bf7cb796a8fb18f4b7b213001,AUDI,A6,"8",Unknown,Semi-Automatic
f092b4ab209e98e736634d300a477b21,AUDI,A6,"8",Unknown,Semi-Automatic
e9d4ce6fd3c3b8ad0894444a5e739874,AUDI,A6,"8",Unknown,Semi-Automatic
"311c49585cedfdacd18cc510e0ad84c1",AUDI,A6,"8",Unknown,Semi-Automatic
"0b38785281c39ac932b5e4c7e333f98c",AUDI,A6,"8",Unknown,Semi-Automatic
"8e1a1c684db5f9ff99c6976488fd9f13",AUDI,A6,"8",Unknown,Semi-Automatic
"19bc42e077e03f3db822f1fe91e116a9",AUDI,A6,"8",Unknown,Semi-Automatic
bb5d6848f9a521114a72533eea132c24,AUDI,A6,"8",Unknown,Semi-Automatic
"73ae0c9145608b9fe1480472293773da",AUDI,A6,"8",Unknown,Semi-Automatic
"03e90e22c5b78c5c0a87b1922a256e24",AUDI,A6,"8",Unknown,Semi-Automatic
"677ce4784839d42a9b868f21034357ca",AUDI,A6,"8",Unknown,Semi-Automatic
"79e05c761e1794952f20387c5a94b539",AUDI,A6,"8",Unknown,Semi-Automatic
"4f5ee19b114062515e96b9a1217d1835",AUDI,A6,"8",Unknown,Semi-Automatic
a05194f57f06405b746f0b6d1cc59183,AUDI,A6,"8",Unknown,Semi-Automatic
c45dd4a125bc121b74bb8672b6fea758,AUDI,A6,"8",Unknown,Semi-Automatic
"1a84da9b6ec6ec280627b0645496c38a",AUDI,A6,"8",Unknown,Semi-Automatic
"7d01b41f80588b2232a2ac9ad4d43cc6",AUDI,A6,"8",Unknown,Semi-Automatic
f83422e99292778e2894af535af4d52e,AUDI,A6,"8",Unknown,Semi-Automatic
e9c5151d1a2ff1673ce9233bb32a989d,AUDI,A6,"8",Unknown,Semi-Automatic
dcd02c33adc522b789b72e8b262dbc6d,AUDI,A6,"8",Unknown,Semi-Automatic
d9440df81a506556325866d14066ba7e,AUDI,A6,"8",Unknown,Semi-Automatic
"03dbea8f4c41704040caec38a9d2315e",AUDI,A6,"8",Unknown,Semi-Automatic
"2cbd7357ff21fcfef6324b75bdb1baec",AUDI,A6,"8",Unknown,Semi-Automatic
d3cf8791296623391de655cea162a5e7,AUDI,A6,"8",Unknown,Semi-Automatic
cdef89d353c3447a0144c3239030947e,AUDI,A6,"8",Unknown,Semi-Automatic
"14d2b9bf89dd61e9aef072154a1bd437",AUDI,A8,"8",Unknown,Semi-Automatic
d5cdf5434b875398b694c56c49f130d8,HONDA,ACCORD,"6",Unknown,Manual
da3a7eb9740c5b94b597a5542a216a31,HONDA,ACCORD,"6",Unknown,Manual
"56c18a7e3fddadd94df300a278179b68",HONDA,ACCORD,"6",Unknown,Manual
de7d65b6795d0f994b2362653305ea87,HONDA,ACCORD,"6",Unknown,Manual
"90946bc0b56fb3abfc1ec7cf02b7eaba",HONDA,ACCORD,"6",Unknown,Manual
"35b6b49b4a43f88f006fa0a2800c0e7d",HONDA,ACCORD,"6",Unknown,Manual
a48d689f863a5de91980f47e84fc7a14,HONDA,ACCORD,"6",Unknown,Manual
a5da54497a81373bbffe7807e677e5ee,HONDA,ACCORD,"6",Unknown,Manual
c634b21b7254fa21cdd35e13e82fbf1f,HONDA,ACCORD,"6",Unknown,Manual
"6d16206a3401593e1af2c53dffec0fe0",HONDA,ACCORD,"6",Unknown,Manual
"42e61de1f301b5988fdc4e5c9676fcfc",HONDA,ACCORD,"6",Unknown,Manual
"695a04ff74cb2e3622e9bff3b4e32997",HONDA,ACCORD,"6",Unknown,Manual
c835c239514758d35f4d98f3f63714ab,HYUNDAI,Accent,"6",DIESEL,Manual
e871534d7d8cb0c346c91b2c35e108f3,HYUNDAI,Accent,"6",Unknown,Manual
f234de4b454058ce7740f24e3aede148,HYUNDAI,Accent,"6",Unknown,Manual
"90adbfef1af68e557bda7adfb348367f",HYUNDAI,Accent,"6",Unknown,Manual
"03d4b3bbea323cad8ae0934994e3891e",HYUNDAI,Accent,"6",Unknown,Manual
"1a53a2c3fee43d2d0cb36d0c6ad9e96c",HYUNDAI,Accent,"6",Unknown,Manual
"9bee54e55ab3b5545ad61646132b9907",HYUNDAI,Accent,"6",Unknown,Manual
"5de91ac27d88fb7bfb4b2b1257d8db41",HYUNDAI,Accent,"6",Unknown,Manual
b8eb0c334faff102f8a633507a0a8f79,DODGE,Avenger,"6",Unknown,Automatic
fab990a63dc7d47cf9edc936ed7337c0,VOLKSWAGEN,Beetle,"6",Unknown,Manual
"45ba717f2277b8d64738995c98b82a75",VOLKSWAGEN,Beetle,"6",Unknown,Manual
e6b70bec88596de075875496815c5ba9,VOLKSWAGEN,Beetle,"6",Unknown,Manual
